Reason (why not matched),Task name (Hubstaff),Project,ClickUp id tried,Hours
REMOTE_MISSING (id not in ClickUp),BB Grooming_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86curwm7h,2.3
REMOTE_MISSING (id not in ClickUp),UPS Reconciliation,Operations - Syndicate / Maceoo_Mehdi (F),85zu0cww7,2.3
REMOTE_MISSING (id not in ClickUp),Cash Log,Operations - Bravix / CSProp_Lin (H),86d2egk98,2.3
REMOTE_MISSING (id not in ClickUp),Revised TOPO Contractor Invoicing Structure,Operations - Falcons / Topo_Erin (H),86cuvndqr,2.3
REMOTE_MISSING (id not in ClickUp),RPG_Banks Reconciled in QBO,Operations - Bravix / Finance Faheem_CPA (H),86cvam7fc,2.3
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Write off from Amazon Reimbursement Report,Operations - Bravix / SevenShopper_Lin (H),85yvhnb0u,2.3
REMOTE_MISSING (id not in ClickUp),Dannik_Olga-Credit Card Reconciliation : Amex Platinum credit Card,Operations - Bravix / Dannik_Olga (F),86cv4g9tw,2.3
REMOTE_MISSING (id not in ClickUp),TVP_Payroll,Operations - Bravix / Finance Faheem_CPA (H),86cyykwfp,2.3
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: COARE Communities Main (BOA) - 277#001,Operations - Ledger Labs / Coare_Hansel,30rwfzu,2.3
REMOTE_MISSING (id not in ClickUp),PTP - AP Management : Adding Bills and Payments,Operations - Falcons / Topo_Erin (H),86cvqcf2w,2.3
REMOTE_MISSING (id not in ClickUp),Blue Pineapple Rental Group_Document Request,Operations - Bravix / Mark Perlberg_CPA (F),86cvej3ea,2.3
REMOTE_MISSING (id not in ClickUp),BB Philly_Tax Services: Prepare Sales Report for Sales Tax Return Monthly,Operations - Synergy / Blind_Adam (H),86cymj0m9,2.3
REMOTE_MISSING (id not in ClickUp),Idream_Weekly Biiling,Operations - Synergy / IDream_Joseph (H),86cvb7gax,2.3
REMOTE_MISSING (id not in ClickUp),8.Hands DownCloud LLC-Year End Finalization and adjustment,Operations - Titans / Mango_Raj (H),86cuxquq7,2.2
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Amazon MD Sav (US): Sales Clearing Match,Operations - Bravix / SevenShopper_Lin (H),85yvgbn5x,2.2
REMOTE_MISSING (id not in ClickUp),Loan:SBA Loan & Interest Payable,Onboarding Clients / Duvin_Garrett (F),86d0bkdcw,2.2
REMOTE_MISSING (id not in ClickUp),Advances Paid - Vendor Prepayment,Operations - Syndicate / Maceoo_Mehdi (F),85ztzbrrr,2.2
REMOTE_MISSING (id not in ClickUp),Bank & Credit Card Reconciliation: Primary Chase Account - 0006,Onboarding Clients / Panasun_Samar,86cvayvgp,2.2
REMOTE_MISSING (id not in ClickUp),BB West:Bank & Card Reconciliation: Amex Card 26007,Operations - Synergy / Blind_Adam (H),31fn71y,2.2
REMOTE_MISSING (id not in ClickUp),BB Moxy_Audit: Monthly General Ledger Review,Operations - Synergy / Blind_Adam (H),86czgnrgh,2.2
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Amex card 61006,Operations - Falcons / Edge_Josh (F),86cuuzw49,2.2
REMOTE_MISSING (id not in ClickUp),06. Sales Reconciliation: Saks Clearing,Operations - Falcons /Smrtft_Rob (H),86cv3xp1t,2.2
REMOTE_MISSING (id not in ClickUp),BB Chicago_Payroll Management: Posting payroll From Paychex,Operations - Synergy / Blind_Adam (H),86d1w1euf,2.2
REMOTE_MISSING (id not in ClickUp),Amazon Write off Liquidation and disposal,Operations - Bravix / EpicRise_Lin (H),86d0ccqtg,2.2
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation : Amex CC 31007,Operations - Titans / Giften_Martha (F),85yx2nxpe,2.2
REMOTE_MISSING (id not in ClickUp),BB Highland_Audit: Monthly General Ledger Review,Operations - Synergy / Blind_Adam (H),86d1np761,2.2
REMOTE_MISSING (id not in ClickUp),BB Philly_Payroll Management: Posting payroll From Paychex,Operations - Synergy / Blind_Adam (H),86cyekp0e,2.2
REMOTE_MISSING (id not in ClickUp),Dannik_Olga-Bank Reconciliation : Chase Business Checking 3212,Operations - Bravix / Dannik_Olga (F),86cuvmjhz,2.2
REMOTE_MISSING (id not in ClickUp),BB Charley_Audit: Monthly General Ledger Review,Operations - Synergy / Blind_Adam (H),86d1cr2mu,2.2
REMOTE_MISSING (id not in ClickUp),Create Chart of account,Operations - Bravix / CSProp_Lin (H),86cx25bam,2.2
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Farapp,Operations - Bravix / SevenShopper_Lin (H),85yxd0754,2.2
REMOTE_MISSING (id not in ClickUp),Kudos_Task verify,Operations - Bravix / Finance Faheem_CPA (H),86cz71mah,2.2
REMOTE_MISSING (id not in ClickUp),BB Moxy_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86d0b3w7b,2.2
REMOTE_MISSING (id not in ClickUp),TMM - AR Management : Monthly Invoicing to Customers,Operations - Falcons / Topo_Erin (H),86cv5cbj4,2.2
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Amex 3006,Operations - Titans / Naivasha_John (F),30ypajd,2.2
REMOTE_MISSING (id not in ClickUp),BB Grooming_Reconciliation: Bank and Card-Raghav,Operations - Synergy / Blind_Adam (H),86d0fv8vc,2.2
REMOTE_MISSING (id not in ClickUp),BB Moxy:Bank & Card Reconciliation: Chase bank 5502,Operations - Synergy / Blind_Adam (H),85yvnb57d,2.2
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Meevo,Operations - Falcons / Nios_Josh,86cyvmgh4,2.2
REMOTE_MISSING (id not in ClickUp),BB Grooming_Audit: Monthly General Ledger Review,Operations - Synergy / Blind_Adam (H),86cz92pqr,2.2
NO_TASK (project-level only),(no task - project level),Onboarding Clients / Johnson_Adam,,2.2
REMOTE_MISSING (id not in ClickUp),Cazoomi Matching 2019 and 2020 return with books,Operations - Titans / Cazoomi_Clint (F),85zrphy8f,2.2
REMOTE_MISSING (id not in ClickUp),8.Hands Down Cloud LLC-Bank & Card Reconciliation: CFbank 3142,Operations - Titans / Mango_Raj (H),86cwfktj5,2.2
REMOTE_MISSING (id not in ClickUp),BB West_Payroll Management: Posting payroll From Paychex - Kanika,Operations - Synergy / Blind_Adam (H),86czctw9x,2.2
REMOTE_MISSING (id not in ClickUp),Reconcile Intercompany Loan,Operations - Synergy / IDream_Joseph (H),86cvc0jk9,2.2
REMOTE_MISSING (id not in ClickUp),Inbox Management: Daily Review & Response,"Ledger Labs, Inc. / Ponte_Shana",86ctvfuda,2.2
REMOTE_MISSING (id not in ClickUp),Cash Log,Operations - Bravix / CSProp_Lin (H),86d13jqj0,2.2
REMOTE_MISSING (id not in ClickUp),BB Nashville_Bar_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86cyrnft2,2.2
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Amazon MD Ref (CA): Sales Clearing Match,Operations - Bravix / SevenShopper_Lin (H),31a2bk6,2.2
REMOTE_MISSING (id not in ClickUp),BB Nashville_Barber_Audit: Monthly General Ledger Review,Operations - Synergy / Blind_Adam (H),86cznptpn,2.2
REMOTE_MISSING (id not in ClickUp),BB Highland_Tax Services: Prepare Sales Report for Sales Tax Return Monthly - Kanika,Operations - Synergy / Blind_Adam (H),86d039a3g,2.2
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation : Capital One 4829,Operations - Syndicate / EdBall_Edward (F),86cv3y2nb,2.2
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Write off from PO,Operations - Bravix / SevenShopper_Lin (H),85yxhp1vd,2.2
REMOTE_MISSING (id not in ClickUp),Payroll,Operations - Bravix / EpicRise_Lin (H),86d0ccw51,2.2
NO_TASK (project-level only),(no task - project level),Operations - Falcons / Edge_Josh (F),,2.2
NO_REMOTE (native Hubstaff task),Admin-Research: Cash Value Life Insurance,Admin-Operational Works,,2.2
REMOTE_MISSING (id not in ClickUp),Payroll: Payroll Accrual & benefits reconciliation,Operations - Bravix / SevenShopper_Lin (H),86cuwdjuc,2.2
NO_TASK (project-level only),(no task - project level),HR & Admin Task / Performance Appraisal,,2.2
REMOTE_MISSING (id not in ClickUp),Bank and Card Reconcilation: Chase Nios Electrolysis Checking 9980,Operations - Falcons / Nios_Josh,86cxx9a1z,2.2
REMOTE_MISSING (id not in ClickUp),BB Chicago_Tax Services: Prepare Sales Report for Sales Tax Return Monthly,Operations - Synergy / Blind_Adam (H),86cv4kkce,2.2
REMOTE_MISSING (id not in ClickUp),3.Mango LLC-Company Structure and consolidate Financials Report,Operations - Titans / Mango_Raj (H),86cu9ug08,2.2
REMOTE_MISSING (id not in ClickUp),BB Nashville_Bar_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86cv4hav2,2.2
REMOTE_MISSING (id not in ClickUp),CCHS Pending,Tax-Compliance Taks -(Common),15517787,2.2
REMOTE_MISSING (id not in ClickUp),03. AP Management: Refersion Payments on Last Day of Every Month,Operations - Falcons /Smrtft_Rob (H),85yxrw84w,2.2
REMOTE_MISSING (id not in ClickUp),Sale clearing account verify,Operations - Bravix / EpicRise_Lin (H),86d105kvd,2.2
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: 1050 U.S. Bank Visa Platinum credit-9018,Operations - Titans / Butter_Wendell (F),30ypj3e,2.2
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: BoA-0314 VTA Checking,Operations - Ledger Labs / VT_Charles.,86cv0xzf0,2.2
REMOTE_MISSING (id not in ClickUp),Smidge Beverage_Task verify,Operations - Bravix / Finance Faheem_CPA (H),86cz71mut,2.2
REMOTE_MISSING (id not in ClickUp),Monday.Com Checking,Operations - Bravix / Mark Perlberg_CPA (F),86cun8e3x,2.2
REMOTE_MISSING (id not in ClickUp),AP Manageement: Talent Statement Update,"Ledger Labs, Inc. / Ponte_Shana",86cu8kecy,2.2
REMOTE_MISSING (id not in ClickUp),BB Highland:Inventory & COGS: Reconcile COGS & Ending Inventory,Operations - Synergy / Blind_Adam (H),314av94,2.2
REMOTE_MISSING (id not in ClickUp),Revenue sheet - All county,Operations - Syndicate / EdBall_Edward (F),86cxm8jt9,2.2
REMOTE_MISSING (id not in ClickUp),ClickUp Cleanup & Consolidating the Task,Admin-Operational Works,17241886,2.2
REMOTE_MISSING (id not in ClickUp),Audit: Monthly General Ledger Review,Operations - Titans / Naivasha_John (F),30ypajp,2.2
REMOTE_MISSING (id not in ClickUp),BB Moxy_Payroll Management: Posting payroll From Paychex,Operations - Synergy / Blind_Adam (H),86cuzy3pe,2.2
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Barclays CC 3272,Operations - Titans / Cazoomi_Clint (F),30yp1cu,2.2
REMOTE_MISSING (id not in ClickUp),BB Highland_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86d0v4tdm,2.2
REMOTE_MISSING (id not in ClickUp),Review & Audit:All Clearing account review,Operations - Synergy / Master_Lloyd : Land LTR LLC (H),85zrhx5ue,2.2
REMOTE_MISSING (id not in ClickUp),Survival Frog-Re-Reconciliation: BOK_ Depositary 6756,Operations - Bravix / Finance Faheem_CPA (H),86cu7rcye,2.2
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: 2200.50 Capital One - 6695/8332,Operations - Bravix / SevenShopper_Lin (H),31a2p3q,2.2
REMOTE_MISSING (id not in ClickUp),Inbox management: Task Delegation & follow up,Operations - Syndicate / Maceoo_Mehdi (F),86cv3xg2z,2.2
REMOTE_MISSING (id not in ClickUp),Expert Pay- Garnishment Payment,Operations - Alliance / Elite_Lysha (F),85zrvrxf1,2.2
REMOTE_MISSING (id not in ClickUp),HB: Review: Shoppay,Operations - Falcons /Smrtft_Rob (H),86d0mh4c6,2.2
REMOTE_MISSING (id not in ClickUp),Preparing the split file for Billing (LL),Operations - Bravix / Dannik_Olga (F),86cv2jaae,2.2
REMOTE_MISSING (id not in ClickUp),Audit: Monthly General Ledger Review,Operations - Alliance / AMH_Rajinder,85ztx4nvu,2.2
REMOTE_MISSING (id not in ClickUp),HT_Credit Cards Reconciled in QBO,Operations - Bravix / Finance Faheem_CPA (H),86cum3p1j,2.2
REMOTE_MISSING (id not in ClickUp),Posting Closing numbers of 2023 in QBO,Operations - Bravix / CSProp_Lin (H),86cx25bdt,2.2
REMOTE_MISSING (id not in ClickUp),BB Chicago:Bank & Card Reconciliation: Chase bank 5527,Operations - Synergy / Blind_Adam (H),85yvjx17v,2.2
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Amex 9929,Operations - Falcons / Lifemed_Jon (H),86cymuvmn,2.2
REMOTE_MISSING (id not in ClickUp),Monthly reconcilliation,Operations - Alliance / FoliaWater_Jonathan (H),86cv38et9,2.2
REMOTE_MISSING (id not in ClickUp),AR Management: Late Fees Invoicing,"Ledger Labs, Inc. / Ponte_Shana",85yxkbxg1,2.2
REMOTE_MISSING (id not in ClickUp),Fixed Assets: Cost and Depreciation,Operations - Bravix / CSProp_Lin (H),86d13jqhz,2.2
REMOTE_MISSING (id not in ClickUp),BB Grooming: Tax Services: Prepare Sales report for Sales Tax,Operations - Synergy / Blind_Adam (H),85ztcvfxn,2.2
REMOTE_MISSING (id not in ClickUp),AP Management: Adding Bills & Payments Reconciliation,Operations - Alliance / PrueProprietary_Irene (F),86cuyee0z,2.2
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Capital One CC (3416) - Powerhouse Enterprises,"Ledger Labs, Inc. / Portable_Joe",30rw8ny,2.2
REMOTE_MISSING (id not in ClickUp),NB_RPG,Operations - Bravix / Finance Faheem_CPA (H),86cuw1109,2.2
REMOTE_MISSING (id not in ClickUp),BB Philly_Payroll Management: Posting payroll From Paychex,Operations - Synergy / Blind_Adam (H),86cvhv8tm,2.2
REMOTE_MISSING (id not in ClickUp),Pinnacle: Bank Reconciliation,Operations - Bravix / Mark Perlberg_CPA (F),86cv3ztc4,2.2
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: OpCo 9 Fair Park Estates (BOA) - 0395,Operations - Ledger Labs / Coare_Hansel,30rwhp5,2.2
REMOTE_MISSING (id not in ClickUp),Payroll Management: Gusto Payroll,Operations - Alliance / McNulty_Shannon,86cuv199u,2.2
REMOTE_MISSING (id not in ClickUp),RPG_Accounting Package,Operations - Bravix / Finance Faheem_CPA (H),86cw9dz9k,2.1
REMOTE_MISSING (id not in ClickUp),BB Charley_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86d0b3w46,2.1
REMOTE_MISSING (id not in ClickUp),5.BEST PURPOSE-Year End Finalization and adjustment,Operations - Titans / Mango_Raj (H),86cuxqqek,2.1
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation : Request Documents and Checking,Operations - Titans / Giften_Martha (F),86cu1f63a,2.1
REMOTE_MISSING (id not in ClickUp),Consolidated:-Intercompany: Principal/United Insurance working,Operations - Synergy / Blind_Adam (H),86cyrne1d,2.1
REMOTE_MISSING (id not in ClickUp),BB West_Tax Services: Prepare Sales Report for Sales Tax Return Monthly,Operations - Synergy / Blind_Adam (H),86cv4kk7t,2.1
REMOTE_MISSING (id not in ClickUp),Insurance: Insurance Reconciliation,Operations - Synergy / T1_Ward (F),85zryzvm4,2.1
REMOTE_MISSING (id not in ClickUp),"Status & Queries: Checking Documents, Request & Downloading","Ledger Labs, Inc. / SoGood_Steven",31nkeeq,2.1
NO_TASK (project-level only),(no task - project level),Operations - Falcons / Kangaroo_Angus (H),,2.1
NO_REMOTE (native Hubstaff task),Jack Wu - Password updates,Admin-Operational Works,,2.1
NO_REMOTE (native Hubstaff task),Health David Review,Admin-Operational Works,,2.1
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconcilation: Amex Platinum -1002,Operations - Titans / Bee_Adam,85zrnwjdu,2.1
REMOTE_MISSING (id not in ClickUp),LP- Bank & Card Reconciliation ,Operations - Falcons / Topo_Erin (H),86cyvzazc,2.1
REMOTE_MISSING (id not in ClickUp),Payroll Reconciliation 2022,Operations - Alliance / Elite_Lysha (F),85zt6am01,2.1
REMOTE_MISSING (id not in ClickUp),TMM - AR Management : Throughline Main Invoice,Operations - Falcons / Topo_Erin (H),86cv5cb9h,2.1
REMOTE_MISSING (id not in ClickUp),03. AP Management: Adding Bills & Payment Reconciliation,Operations - Falcons /Smrtft_Rob (H),85yx5kcg1,2.1
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Write off from OBR,Operations - Bravix / SevenShopper_Lin (H),85ywdbh7n,2.1
REMOTE_MISSING (id not in ClickUp),Wiki Update,Operations - Mavericks / Base_Bob (F),86cz470gn,2.1
REMOTE_MISSING (id not in ClickUp),Invoice Audit,Operations - Synergy / IDream_Joseph (H),86cuuneha,2.1
REMOTE_MISSING (id not in ClickUp),BB Chicago_Audit: Monthly General Ledger Review,Operations - Synergy / Blind_Adam (H),86curwmmk,2.1
REMOTE_MISSING (id not in ClickUp),Tax Services: 1099 Report Preparation and Filing,Operations - Syndicate / Hooptech_Amy (F),85yvkvate,2.1
REMOTE_MISSING (id not in ClickUp),AP Management: COARE Bill Add Manually,Operations - Ledger Labs / Coare_Hansel,30rxbkm,2.1
REMOTE_MISSING (id not in ClickUp),Weekly: Commission Sheet Update,Onboarding Clients / Duvin_Garrett (F),86czbuybu,2.1
REMOTE_MISSING (id not in ClickUp),10.Hyperdot-Matching Intercompany Transaction,Operations - Titans / Mango_Raj (H),86cyhexye,2.1
NO_REMOTE (native Hubstaff task),meeting with jai and akash,Admin-Operational Works,,2.1
REMOTE_MISSING (id not in ClickUp),COGS : Walmart,Operations - Bravix / EpicRise_Lin (H),86d1p6ybr,2.1
NO_TASK (project-level only),(no task - project level),Operations - Titans / FountainGreetings_Kunal (H),,2.1
REMOTE_MISSING (id not in ClickUp),Baselinx: Prepayment and Depreciation,Operations - Mavericks / Base_Bob (F),86cyrvuxn,2.1
REMOTE_MISSING (id not in ClickUp),BB Charley_Inventory & COGS: Reconcile COGS & Ending Inventory,Operations - Synergy / Blind_Adam (H),86cv4xh1x,2.1
REMOTE_MISSING (id not in ClickUp),Payroll Management: Payroll Reconcilation and Liability ,Operations - Falcons / Edge_Josh (F),86cynh7vf,2.1
REMOTE_MISSING (id not in ClickUp),05. Payroll Management: Prepare Report & Run Payroll,Operations - Falcons /Smrtft_Rob (H),86cvhhzhn,2.1
NO_TASK (project-level only),(no task - project level),Operations - Ledger Labs / Tartist_Vanya,,2.1
REMOTE_MISSING (id not in ClickUp),Sales Reconciliation: Amazon Pay Clearing ,Operations - Falcons /Smrtft_Rob (H),86cu2x7m8,2.1
REMOTE_MISSING (id not in ClickUp),Authorize.net reconciliation,Operations - Syndicate / Maceoo_Mehdi (F),85ztynje9,2.1
REMOTE_MISSING (id not in ClickUp),"Upside Capital, LLC_Return Match_2023",Operations - Bravix / Mark Perlberg_CPA (F),86cwtk7qb,2.1
REMOTE_MISSING (id not in ClickUp),Dannik_Olga_Return Match for 2024,Operations - Bravix / Dannik_Olga (F),86cyz26un,2.1
REMOTE_MISSING (id not in ClickUp),BB Nashville_Bar_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86d0b3w7u,2.1
REMOTE_MISSING (id not in ClickUp),NS - AP Management : Adding Bills and Payments,Operations - Falcons / Topo_Erin (H),86cv0q8n5,2.1
REMOTE_MISSING (id not in ClickUp),Shopify:Payout Fee,Onboarding Clients / Duvin_Garrett (F),86d0bke4t,2.1
REMOTE_MISSING (id not in ClickUp),Financial Reporting- Cash Flow,Onboarding Clients / Duvin_Garrett (F),86czmw9ew,2.1
REMOTE_MISSING (id not in ClickUp),BB BB LLC_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86cyy78fw,2.1
REMOTE_MISSING (id not in ClickUp),Update: Status Update and Task manage in Microsoft Planner,Operations - Syndicate / EdBall_Edward (F),86cvcxjyc,2.1
REMOTE_MISSING (id not in ClickUp),Dannik_Olga-Audit : Monthly Review,Operations - Bravix / Dannik_Olga (F),86d2fqurz,2.1
REMOTE_MISSING (id not in ClickUp),Tax Return Re Corrections,Operations - Syndicate / Munission_Dan (F),85zrx4vb8,2.1
REMOTE_MISSING (id not in ClickUp),Bank & Card Reconciliation: Paypal,"Ledger Labs, Inc. / Ponte_Shana",85ztgucku,2.1
REMOTE_MISSING (id not in ClickUp),Pacsun,Operations - Synergy / Blind_Adam (H),85zttb0cq,2.1
REMOTE_MISSING (id not in ClickUp),Audit: Book Private Loan monthly interest expense,Operations - Bravix / SevenShopper_Lin (H),85yx7jqvy,2.1
REMOTE_MISSING (id not in ClickUp),"Upside Capital, LLC_Bank & Card Reconcillation",Operations - Bravix / Mark Perlberg_CPA (F),86cvej5ee,2.1
REMOTE_MISSING (id not in ClickUp),BB Chicago_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86cxkaq6q,2.1
NO_TASK (project-level only),(no task - project level),Operations - Titans / BuyingSimplified_Rajiv (H),,2.1
REMOTE_MISSING (id not in ClickUp),02. Bank & Card Reconciliation: Chase Checking (5963),Operations - Falcons /Smrtft_Rob (H),86cv2f3vv,2.1
REMOTE_MISSING (id not in ClickUp),Blue Pineapple Rental Group_Escrow Accounts Reconcillation,Operations - Bravix / Mark Perlberg_CPA (F),86cvxgnyg,2.1
REMOTE_MISSING (id not in ClickUp),Bank Card Reconciliation - All Banks Reconciliation,Operations - Syndicate / Maceoo_Mehdi (F),86cv4g67q,2.1
REMOTE_MISSING (id not in ClickUp),BB Nashville_Bar_Reconciliation: Bank and Card,Operations - Synergy / Blind_Adam (H),86d1uj1jz,2.1
